student_id,name,age,gender,study_hours,attendance_percentage,previous_score,assignment_score,midterm_score,absences,sleep_hours,internet_access,parental_education,family_income,extracurricular,study_environment,final_score,performance
STU01496,Heather Ellis,21,Female,6.9,73.6,86.5,50.4,39.0,24,9.1,No,Postgraduate,Middle,No,Good,70.83,Pass
STU01497,Sonya Jackson,16,Male,4.9,94.5,91.0,33.8,65.1,30,6.2,Yes,Graduate,High,Yes,Excellent,69.33,Pass
STU01498,James Morgan,22,Female,2.6,77.8,76.1,39.4,87.0,22,7.6,No,High School,High,No,Good,63.75,Pass
STU01499,Zachary Ramos,17,Male,7.6,67.0,37.0,65.5,36.0,27,9.8,No,Postgraduate,High,No,Excellent,42.95,Fail
STU01500,Ethan Frey,18,Male,1.0,81.1,68.0,49.7,93.7,12,5.8,No,Diploma,High,Yes,Average,63.03,Pass
STU01501,Jacob Duran,22,Female,3.9,77.2,36.5,95.3,56.2,16,4.5,Yes,High School,High,No,Good,64.5,Pass
STU01502,Nicholas Franklin,16,Female,4.4,84.7,33.6,49.9,87.3,29,4.5,No,High School,High,No,Poor,50.71,Pass
STU01503,Cindy Cannon,19,Female,6.9,54.6,84.2,55.3,72.9,12,4.9,Yes,Graduate,Middle,Yes,Poor,62.34,Pass
STU01504,Dawn Nixon,22,Female,4.4,79.4,81.3,75.9,72.6,15,6.5,Yes,Postgraduate,High,Yes,Poor,63.8,Pass
STU01505,James Barber,20,Male,4.1,70.7,84.7,46.1,30.4,19,7.9,Yes,Diploma,Low,Yes,Excellent,52.19,Pass
STU01506,Ms. Kelly Holder,16,Male,6.9,53.8,36.9,64.7,72.6,14,5.6,Yes,Graduate,Low,No,Average,57.65,Pass
STU01507,Eric Walker,15,Female,5.9,79.7,51.1,31.8,82.5,26,5.3,No,Diploma,High,No,Poor,58.69,Pass
STU01508,Alison Short,21,Female,4.8,93.6,86.1,56.0,44.6,26,8.7,Yes,High School,Low,Yes,Good,67.89,Pass
STU01509,Desiree Spencer,16,Male,3.7,59.6,88.8,43.9,31.8,14,4.1,Yes,Graduate,High,Yes,Excellent,54.94,Pass
STU01510,Tammy Moore,17,Male,2.8,66.0,52.1,77.6,34.1,9,9.6,No,Graduate,Low,No,Excellent,56.06,Pass
STU01511,Henry Taylor,16,Female,2.2,100.0,41.1,84.0,45.6,2,4.5,Yes,High School,Low,Yes,Average,64.43,Pass
STU01512,Kevin Hall,20,Male,4.7,92.6,50.5,66.7,64.0,24,6.1,Yes,High School,Low,No,Excellent,57.71,Pass
STU01513,Anna Ross,16,Male,7.2,58.3,39.7,70.4,76.0,9,5.2,Yes,Diploma,Middle,Yes,Excellent,65.19,Pass
STU01514,Morgan Cummings,19,Male,2.3,83.4,78.1,61.4,95.6,8,8.4,Yes,Graduate,Middle,Yes,Average,68.53,Pass
STU01515,Carrie Petersen,19,Male,3.9,78.5,75.0,71.5,91.5,5,6.1,No,Graduate,High,No,Good,65.5,Pass
STU01516,Laura Velez,16,Female,0.8,52.2,86.6,77.5,76.2,11,7.7,No,Graduate,High,No,Average,54.92,Pass
STU01517,Elizabeth Cross,15,Female,6.9,74.0,86.6,55.2,94.9,4,8.2,Yes,Postgraduate,Middle,No,Average,78.55,Pass
STU01518,Angela Brown,20,Female,4.5,56.9,68.4,52.0,33.7,2,9.7,Yes,Graduate,Low,No,Good,42.93,Fail
STU01519,Hannah Montoya,15,Male,5.3,93.8,73.9,55.0,65.9,16,8.1,Yes,Postgraduate,Low,No,Good,69.51,Pass
STU01520,Sean Kane,20,Female,3.5,97.7,75.7,32.9,93.5,21,6.9,Yes,Graduate,High,Yes,Good,68.13,Pass
STU01521,Matthew Guzman,15,Male,4.0,78.3,39.7,62.8,88.2,13,4.1,No,Graduate,Middle,Yes,Average,69.3,Pass
STU01522,Richard Reyes,20,Female,6.5,97.3,69.6,47.8,94.7,5,8.7,No,Diploma,Low,No,Excellent,73.84,Pass
STU01523,Andrew Fernandez,21,Female,4.8,84.8,90.1,79.9,55.8,15,8.3,Yes,Graduate,High,No,Good,67.5,Pass
STU01524,Jonathan Walker,22,Female,3.5,58.3,31.5,39.3,75.8,9,8.8,Yes,Diploma,High,Yes,Excellent,49.03,Fail
STU01525,Nicholas Long,21,Female,7.9,67.3,69.0,95.6,41.7,30,8.3,No,High School,Low,Yes,Good,62.99,Pass
STU01526,Kurt Wagner,18,Male,7.0,90.7,32.2,36.4,33.4,4,6.0,No,High School,Low,No,Average,53.47,Pass
STU01527,Dylan Foster,20,Female,4.3,76.6,47.4,93.8,55.8,12,4.3,Yes,Postgraduate,Low,Yes,Average,60.93,Pass
STU01528,Bradley Duncan,17,Female,3.6,63.7,38.5,87.3,99.7,9,6.0,Yes,Diploma,Low,Yes,Excellent,55.98,Pass
STU01529,James Miller,16,Male,3.4,80.9,76.7,57.4,93.3,4,7.4,No,High School,Middle,Yes,Good,79.55,Pass
STU01530,Patricia Anderson,16,Female,7.6,89.7,32.6,53.3,62.9,17,5.9,No,Diploma,Middle,No,Excellent,58.58,Pass
STU01531,Justin Freeman,18,Male,5.8,91.3,77.5,99.3,49.1,12,9.2,Yes,Graduate,Low,No,Good,68.05,Pass
STU01532,Christina Gilbert,19,Female,6.0,55.2,81.3,67.3,50.5,19,7.9,No,High School,Middle,No,Poor,65.6,Pass
STU01533,Danielle Jones,18,Male,5.3,60.5,32.0,60.4,69.9,24,9.3,Yes,Graduate,Middle,No,Poor,55.88,Pass
STU01534,Erica Glass,21,Male,6.2,72.0,78.5,44.3,56.0,20,7.8,Yes,Diploma,Middle,Yes,Poor,64.24,Pass
STU01535,Michael Henderson,18,Female,0.6,86.1,84.3,57.9,61.4,13,9.1,Yes,Graduate,Middle,Yes,Excellent,54.6,Pass
STU01536,Frank Wheeler,17,Female,2.9,83.9,66.6,41.4,51.7,9,9.4,No,Postgraduate,Low,No,Excellent,59.92,Pass
STU01537,Eric Huerta,17,Male,5.7,99.3,79.9,95.9,45.1,12,8.6,Yes,Postgraduate,Low,No,Poor,60.72,Pass
STU01538,Wanda Ramos,21,Male,7.0,92.7,31.4,72.7,55.7,5,6.5,No,Diploma,High,No,Excellent,61.84,Pass
STU01539,Andrew Meyers,15,Female,6.7,65.5,91.3,42.6,76.4,20,8.0,No,Postgraduate,Low,No,Excellent,62.77,Pass
STU01540,James Todd,19,Male,6.8,88.1,51.4,67.4,34.3,19,5.3,No,Graduate,Middle,No,Good,51.75,Pass
STU01541,Ashley Brown,16,Male,4.1,54.3,84.8,80.3,96.1,13,8.2,No,High School,Low,Yes,Good,70.56,Pass
STU01542,Tammy Melton,19,Male,5.0,98.8,71.7,32.2,80.7,16,9.4,No,Postgraduate,Low,No,Good,71.42,Pass
STU01543,Alexis Benson,15,Male,6.5,79.2,73.6,99.3,36.3,27,8.0,No,Postgraduate,Middle,Yes,Good,68.76,Pass
STU01544,Jerry Johnson,19,Female,5.1,57.7,43.4,73.5,39.0,10,5.6,No,High School,High,No,Average,43.36,Fail
STU01545,Joshua Harris,19,Female,6.8,66.4,61.7,95.9,45.9,13,6.3,Yes,Postgraduate,Middle,No,Poor,70.1,Pass
STU01546,Deanna Webb,16,Female,7.3,95.8,80.5,46.0,31.7,23,6.3,Yes,Postgraduate,Low,Yes,Poor,63.56,Pass
STU01547,Brenda Hale,16,Male,1.6,85.5,73.0,33.1,88.6,23,5.5,Yes,Postgraduate,Middle,No,Good,67.96,Pass
STU01548,Kevin Alvarado,22,Male,3.7,72.1,34.3,58.1,83.5,29,9.5,No,High School,Low,No,Good,54.17,Pass
STU01549,Christopher Campbell,15,Male,3.6,71.2,75.7,96.0,48.7,19,6.6,Yes,Postgraduate,High,Yes,Good,62.68,Pass
STU01550,Lisa Brown,19,Female,1.3,81.4,42.1,65.7,67.0,12,9.3,Yes,Diploma,High,No,Poor,61.45,Pass
STU01551,Alejandra Price,21,Male,4.0,64.0,45.0,91.2,42.0,25,6.6,Yes,Graduate,Middle,Yes,Poor,54.86,Pass
STU01552,Samuel Keller,20,Female,4.1,67.6,53.5,89.7,68.8,6,8.3,No,Graduate,High,Yes,Good,60.2,Pass
STU01553,Alicia Dillon,15,Female,7.2,95.1,51.4,96.7,31.7,29,6.3,Yes,Graduate,Middle,Yes,Excellent,61.4,Pass
STU01554,Crystal James,18,Male,2.5,65.1,69.8,60.7,80.9,25,9.4,No,Diploma,Middle,No,Excellent,62.36,Pass
STU01555,Ariana Stewart,20,Male,5.6,60.2,90.6,48.5,40.5,7,4.5,Yes,High School,High,No,Average,50.2,Pass
STU01556,Kim Lopez,16,Female,1.5,65.0,48.3,72.3,87.2,23,8.6,No,Postgraduate,High,No,Excellent,58.5,Pass
STU01557,Judith House,22,Male,2.5,62.3,92.8,30.6,91.6,10,5.2,No,Graduate,Middle,No,Average,59.39,Pass
STU01558,David Moreno,22,Female,3.8,85.4,68.2,52.3,68.8,6,8.4,Yes,Postgraduate,Middle,No,Poor,65.25,Pass
STU01559,James Moore,16,Female,0.8,50.6,59.8,39.2,76.5,17,5.3,No,High School,Low,No,Good,39.79,Fail
STU01560,Harold Garrett,19,Female,4.6,55.8,31.5,33.6,96.8,14,4.9,No,High School,Low,Yes,Good,53.3,Pass
STU01561,William Mason,21,Female,5.8,53.4,37.0,65.6,62.5,24,9.7,Yes,Graduate,High,No,Average,50.08,Pass
STU01562,Lori Johns,21,Male,3.2,97.4,69.2,70.5,46.2,12,4.3,Yes,High School,Middle,Yes,Average,70.14,Pass
STU01563,Robin Johnson,16,Female,7.6,65.7,58.8,38.0,88.6,5,4.2,Yes,Postgraduate,High,No,Good,64.66,Pass
STU01564,Diana Hernandez,18,Female,7.1,86.5,40.7,69.6,51.9,28,5.1,No,Graduate,Middle,Yes,Good,60.81,Pass
STU01565,Mary Miller,21,Male,6.9,70.2,55.9,41.9,56.8,27,9.2,No,Postgraduate,Middle,No,Excellent,60.05,Pass
STU01566,Tyler Salazar,17,Male,7.6,57.2,41.5,90.4,57.5,12,4.0,No,High School,High,No,Excellent,59.95,Pass
STU01567,Crystal Allen,17,Male,2.6,79.9,82.0,39.3,37.7,12,9.5,No,Postgraduate,Middle,Yes,Poor,54.69,Pass
STU01568,Wesley Browning,18,Male,6.3,71.4,79.3,56.0,47.1,19,8.4,Yes,Postgraduate,Low,No,Average,67.93,Pass
STU01569,Joshua Clark,17,Female,3.6,99.1,52.7,94.5,95.3,21,5.5,Yes,Graduate,Low,No,Average,71.59,Pass
STU01570,Joshua Mcbride,17,Female,7.4,72.5,78.4,62.7,45.9,11,5.2,Yes,Diploma,Middle,Yes,Good,69.36,Pass
STU01571,Ellen Thornton,17,Female,3.7,87.8,69.3,78.2,49.8,2,6.9,Yes,Diploma,High,No,Excellent,62.23,Pass
STU01572,Brandy Forbes,18,Female,0.6,58.5,72.4,72.8,85.2,7,5.5,Yes,Postgraduate,High,Yes,Good,58.46,Pass
STU01573,Brianna Fitzpatrick,17,Male,6.2,84.4,51.0,68.2,40.3,14,6.7,Yes,High School,High,Yes,Excellent,57.4,Pass
STU01574,Emily Grant,22,Female,6.8,79.5,42.5,70.7,65.4,2,6.4,No,Graduate,High,Yes,Poor,69.88,Pass
STU01575,Bailey Stewart,22,Female,1.4,70.8,34.7,36.9,59.1,26,5.8,Yes,Graduate,Middle,Yes,Good,41.63,Fail
STU01576,Monica Cannon,21,Female,6.2,76.5,75.8,48.2,95.9,13,7.2,Yes,High School,Low,No,Poor,75.13,Pass
STU01577,Jennifer Jenkins,17,Female,6.7,68.3,36.5,77.2,30.5,13,6.9,No,Diploma,Low,No,Average,55.5,Pass
STU01578,Timothy Shannon,19,Male,7.8,73.2,83.1,65.5,64.7,10,9.6,Yes,Postgraduate,High,No,Average,65.63,Pass
STU01579,Denise Maxwell,19,Female,7.2,89.3,49.3,68.2,45.7,9,6.7,No,Graduate,Middle,No,Good,69.25,Pass
STU01580,Cody Farmer,15,Male,7.2,70.7,31.2,90.3,42.2,4,7.7,No,High School,Low,No,Good,59.56,Pass
STU01581,Debra Bradley,19,Female,0.7,70.0,94.1,37.0,59.7,30,5.8,Yes,Graduate,Middle,No,Good,48.88,Fail
STU01582,David Mcdaniel,17,Male,5.2,66.8,73.7,32.2,39.3,4,8.1,No,Postgraduate,Middle,Yes,Poor,51.9,Pass
STU01583,Michael Woods,18,Female,2.1,92.9,33.8,45.1,99.9,4,6.6,Yes,Graduate,Middle,No,Excellent,57.74,Pass
STU01584,Lisa Joseph,17,Female,5.1,86.3,50.4,88.0,72.2,20,6.3,Yes,Graduate,High,No,Excellent,69.65,Pass
STU01585,Samuel Henry,22,Male,4.7,78.8,40.8,58.2,54.0,27,6.4,No,Diploma,Middle,No,Poor,52.89,Pass
STU01586,Corey Johnson,16,Female,7.6,64.7,57.0,85.1,68.2,7,7.3,No,Diploma,Low,Yes,Good,76.53,Pass
STU01587,Alexis Nelson,16,Male,0.9,69.9,47.6,100.0,51.6,11,9.3,No,Postgraduate,High,Yes,Average,48.47,Fail
STU01588,Patrick Mcneil,18,Female,4.6,92.0,87.4,41.2,53.8,21,6.0,Yes,Postgraduate,High,Yes,Good,67.07,Pass
STU01589,Andrea Ho,16,Female,0.8,79.9,85.6,56.7,81.8,17,7.8,Yes,High School,Middle,Yes,Average,56.52,Pass
STU01590,Dr. Katherine Nguyen,19,Male,5.8,92.7,74.6,31.3,45.1,22,4.4,Yes,Diploma,High,No,Average,54.86,Pass
STU01591,David Sullivan,15,Female,4.8,87.8,37.2,88.7,68.9,17,8.1,No,High School,High,Yes,Poor,70.33,Pass
STU01592,Nicolas James,17,Female,7.3,75.3,68.6,79.6,88.3,1,4.7,Yes,Diploma,Low,No,Excellent,73.68,Pass
STU01593,Logan Newton,16,Male,6.6,74.1,59.3,59.7,65.6,10,9.7,Yes,Diploma,Middle,Yes,Excellent,68.32,Pass
STU01594,Kelly Liu,16,Female,1.9,86.2,82.8,77.5,72.5,6,7.4,Yes,Diploma,High,No,Good,66.39,Pass
STU01595,Kelly Hayes,15,Female,7.0,91.1,37.9,89.4,59.0,27,5.5,Yes,Postgraduate,High,Yes,Excellent,64.27,Pass
STU01596,Amanda Forbes,15,Female,6.6,63.2,30.3,64.7,37.0,24,8.5,No,Graduate,Middle,Yes,Good,55.62,Pass
STU01597,Jennifer Moss,22,Female,2.6,72.2,35.7,50.1,84.7,30,4.9,No,Graduate,High,Yes,Good,56.1,Pass
STU01598,Kelli Mccoy,19,Female,5.6,90.6,37.1,47.6,92.6,20,8.3,No,High School,Low,No,Poor,67.79,Pass
STU01599,Eddie Sanders,20,Female,5.3,83.2,56.9,33.1,84.9,15,8.1,Yes,Diploma,Low,No,Good,68.55,Pass
STU01600,Ronald Murray,16,Female,3.0,64.7,86.7,85.8,66.0,10,4.8,Yes,Diploma,Low,Yes,Average,62.02,Pass
STU01601,Louis Brown,19,Female,2.1,82.8,55.0,88.6,96.5,10,8.8,No,High School,High,No,Average,75.85,Pass
STU01602,Brenda Gallegos,17,Female,3.1,58.4,32.2,57.0,93.2,5,5.4,Yes,Postgraduate,Low,Yes,Average,53.71,Pass
STU01603,Nathan Wilson,20,Female,2.0,98.5,31.6,85.0,52.5,20,4.2,No,Graduate,Low,No,Excellent,45.62,Fail
STU01604,Teresa Horton,19,Female,1.0,52.5,37.5,35.0,83.2,4,6.9,No,Graduate,High,No,Good,49.06,Fail
STU01605,Jason Hayes,22,Female,3.1,70.9,90.4,93.8,80.1,13,9.3,No,Postgraduate,Low,No,Poor,65.96,Pass
STU01606,Kevin Marquez,21,Female,5.1,81.2,61.3,58.0,99.0,20,8.9,Yes,Postgraduate,Middle,Yes,Average,63.25,Pass
STU01607,Jesse Wright,18,Female,3.8,86.4,47.5,37.0,54.7,9,6.4,No,High School,Middle,No,Excellent,58.32,Pass
STU01608,Susan Hogan,20,Male,1.1,58.7,87.8,72.6,96.5,25,10.0,Yes,Postgraduate,Middle,Yes,Poor,55.27,Pass
STU01609,Becky Wilson,18,Male,3.3,64.9,85.8,99.9,74.1,10,8.8,No,Postgraduate,Low,No,Excellent,65.86,Pass
STU01610,Jack Mills,18,Female,4.8,91.7,74.7,31.5,53.6,19,4.9,No,High School,Low,Yes,Good,63.23,Pass
STU01611,Richard Hunt,19,Female,2.2,95.3,32.4,45.4,51.7,14,7.7,No,High School,Middle,Yes,Poor,42.76,Fail
STU01612,Jamie James,20,Female,1.7,61.8,62.7,49.0,96.3,26,6.8,Yes,Diploma,High,No,Average,58.08,Pass
STU01613,Susan Cunningham,16,Female,0.9,86.5,51.4,75.7,49.6,7,7.4,No,Graduate,High,No,Poor,49.26,Fail
STU01614,Brittany Melton,17,Male,4.0,96.4,88.6,36.3,39.2,27,7.0,No,Graduate,Middle,Yes,Average,50.05,Pass
STU01615,Michael Barnes,20,Female,1.3,67.3,39.6,74.5,96.5,7,10.0,No,Graduate,Middle,Yes,Good,68.09,Pass
STU01616,Randy Griffin,19,Male,6.9,55.9,74.8,58.6,44.4,4,6.4,Yes,Postgraduate,Middle,No,Excellent,49.65,Fail
STU01617,Autumn Anderson,15,Male,1.1,84.8,46.4,51.8,38.5,29,9.2,No,High School,High,No,Poor,58.92,Pass
STU01618,Marcus King,20,Female,4.8,70.5,42.5,82.2,38.9,9,4.6,No,High School,High,Yes,Poor,51.67,Pass
STU01619,Scott Stephens,16,Male,5.8,60.4,49.9,63.3,61.5,25,8.3,Yes,Postgraduate,High,Yes,Poor,64.44,Pass
STU01620,Stephen Young,21,Female,5.9,64.6,51.0,60.7,51.5,14,9.9,No,Diploma,High,No,Poor,63.55,Pass
STU01621,Karen Ortiz,17,Female,6.6,58.2,30.4,33.0,47.1,14,4.7,No,High School,Middle,No,Poor,51.97,Pass
STU01622,Kyle Sanchez,21,Male,6.0,60.8,56.0,65.6,86.7,0,9.0,Yes,Graduate,Middle,Yes,Good,68.36,Pass
STU01623,Lisa Grant,18,Female,7.3,75.5,75.1,37.8,69.6,17,5.5,No,Diploma,High,No,Average,73.94,Pass
STU01624,Amber Hernandez,18,Male,2.4,52.6,30.7,31.6,30.6,6,4.7,No,Diploma,Low,Yes,Poor,28.79,Fail
STU01625,Amanda Nash,17,Female,2.3,61.1,94.1,51.4,38.9,30,7.3,Yes,Graduate,Middle,Yes,Average,50.84,Pass
STU01626,Sara Evans,18,Female,2.7,78.1,76.5,81.0,76.7,5,9.2,No,Graduate,Low,Yes,Good,71.82,Pass
STU01627,Amber Butler,15,Male,7.0,78.9,57.9,74.9,87.3,28,4.0,No,High School,Middle,Yes,Excellent,75.24,Pass
STU01628,Michael Carr,18,Female,2.2,73.8,38.6,57.7,42.4,1,6.2,No,Postgraduate,Middle,Yes,Average,46.5,Fail
STU01629,Linda Cobb,21,Male,3.3,99.7,94.7,38.0,80.8,2,4.3,Yes,High School,Low,Yes,Poor,65.94,Pass
STU01630,Jesse Riley,22,Female,2.3,75.8,67.0,45.5,83.0,23,5.9,No,Postgraduate,Low,Yes,Poor,55.72,Pass
STU01631,Anna Evans,20,Female,7.4,82.8,58.4,85.3,87.3,8,5.7,Yes,Postgraduate,Low,Yes,Excellent,78.41,Pass
STU01632,James Jones,21,Female,1.7,52.1,59.5,86.1,84.0,30,9.5,Yes,Graduate,Middle,No,Poor,57.26,Pass
STU01633,Joshua Carter,21,Female,4.5,55.0,68.3,84.5,36.5,7,5.0,Yes,Postgraduate,Middle,Yes,Good,53.44,Pass
STU01634,Michael Hill,20,Male,7.2,83.5,93.8,34.4,93.2,4,8.9,Yes,Diploma,High,Yes,Average,75.97,Pass
STU01635,Kelly Dominguez,17,Male,2.9,98.7,48.7,92.3,91.7,22,8.5,No,High School,Low,Yes,Good,66.27,Pass
STU01636,Ashley Blair,20,Female,4.5,67.8,81.5,83.1,93.7,26,4.1,Yes,Postgraduate,Low,Yes,Average,70.4,Pass
STU01637,Victoria Webb,17,Female,6.6,96.9,81.3,39.1,35.7,28,4.1,Yes,Diploma,Low,No,Average,65.11,Pass
STU01638,Taylor Andersen,19,Female,7.9,69.9,51.6,73.7,87.8,20,9.6,No,Graduate,High,No,Poor,79.41,Pass
STU01639,Lee Stewart,15,Female,6.5,71.3,71.3,89.9,64.3,0,5.3,No,High School,High,Yes,Excellent,66.4,Pass
STU01640,Whitney Gomez,15,Female,2.3,64.9,66.4,57.9,77.2,24,4.3,Yes,Diploma,Low,Yes,Good,56.64,Pass
STU01641,Justin Stone,18,Male,1.4,75.0,51.9,50.7,34.7,13,9.4,Yes,High School,Middle,No,Excellent,41.47,Fail
STU01642,Katherine White,22,Male,1.0,98.7,74.3,59.2,79.1,27,8.5,Yes,Graduate,Middle,No,Good,64.8,Pass
STU01643,Michelle Krause,17,Female,6.3,73.9,57.9,30.8,94.9,21,7.6,No,High School,Middle,No,Average,68.51,Pass
STU01644,Alexander Garrett,17,Male,6.7,61.5,36.4,98.6,50.7,16,9.2,Yes,Diploma,Low,Yes,Poor,58.41,Pass
STU01645,Ryan Marsh,21,Female,0.5,51.1,60.3,46.7,78.3,28,7.4,Yes,Diploma,Low,No,Average,41.69,Fail
STU01646,Mrs. Felicia Castro DDS,19,Female,6.4,70.8,36.1,63.9,36.4,22,4.8,No,Graduate,Low,No,Excellent,48.33,Fail
STU01647,Curtis Campbell,20,Male,2.3,93.0,90.1,87.8,53.4,18,5.6,Yes,Postgraduate,High,Yes,Average,72.62,Pass
STU01648,Elizabeth Hunter,17,Male,8.0,56.6,33.2,78.6,88.3,4,9.1,Yes,Diploma,Low,No,Good,71.24,Pass
STU01649,Aaron Jennings,15,Female,5.6,97.7,63.2,94.0,97.7,15,9.1,No,Diploma,High,No,Excellent,76.21,Pass
STU01650,Nathaniel Gilbert,18,Female,4.6,72.7,87.1,37.0,48.0,19,8.5,No,Postgraduate,Low,No,Good,53.07,Pass
STU01651,Christopher Rivera,20,Male,1.2,66.0,55.2,73.6,41.1,8,9.2,No,Postgraduate,High,No,Poor,52.98,Pass
STU01652,Michael Hendricks,20,Female,4.0,63.8,39.2,30.3,67.3,2,4.6,No,Postgraduate,High,Yes,Average,49.09,Fail
STU01653,Maria Olson,16,Male,3.4,79.5,47.9,42.3,84.2,14,9.7,Yes,High School,High,No,Average,58.4,Pass
STU01654,Stephanie Herrera,20,Female,7.5,65.8,72.5,35.6,47.0,14,8.6,No,High School,High,Yes,Excellent,61.79,Pass
STU01655,Richard Gutierrez,18,Male,4.5,96.4,57.9,90.9,61.4,26,9.9,Yes,High School,Low,No,Average,67.26,Pass
STU01656,Sandy Evans,15,Female,7.1,92.4,43.7,73.7,35.1,17,9.0,Yes,Diploma,Middle,Yes,Poor,62.27,Pass
STU01657,Emily Herrera,17,Male,1.8,53.5,56.0,70.4,89.8,26,9.8,Yes,Postgraduate,Low,No,Poor,54.36,Pass
STU01658,Michael Marsh,21,Female,6.1,78.3,59.1,51.6,65.2,12,6.0,No,Postgraduate,Middle,No,Average,61.33,Pass
STU01659,Heather Montes,19,Male,6.2,77.2,87.0,68.0,46.7,2,9.1,No,Graduate,Low,Yes,Poor,59.3,Pass
STU01660,Andre Terrell,21,Male,5.2,67.9,84.9,61.7,80.9,4,4.6,No,Diploma,Low,No,Average,68.82,Pass
STU01661,Sarah Duncan,21,Female,3.5,99.2,82.5,41.2,49.4,18,6.0,Yes,Diploma,Middle,Yes,Average,64.72,Pass
STU01662,Kurt Hancock,19,Male,6.1,75.5,82.7,60.6,38.7,28,7.4,No,High School,High,Yes,Average,62.24,Pass
STU01663,Michele Edwards,22,Male,7.6,89.6,67.6,75.3,95.1,21,6.6,No,Graduate,Low,Yes,Good,76.56,Pass
STU01664,Jason Crawford,16,Female,4.0,70.8,39.7,97.0,58.3,7,9.3,No,Graduate,Low,No,Average,64.84,Pass
STU01665,Jesse Sampson,16,Female,1.9,77.4,31.6,83.5,70.7,28,7.8,No,High School,Middle,No,Poor,54.08,Pass
STU01666,Eric Rodriguez,22,Female,5.2,78.3,69.8,68.4,49.1,18,5.5,Yes,Postgraduate,Middle,Yes,Poor,57.34,Pass
STU01667,Paula Gentry,16,Female,1.5,92.5,70.1,43.1,42.4,7,9.2,No,Postgraduate,Middle,Yes,Poor,56.84,Pass
STU01668,Alexander Webb,19,Female,3.6,63.1,93.7,85.8,51.1,28,9.1,No,Graduate,Middle,No,Good,66.98,Pass
STU01669,Cheryl Mclean,16,Male,6.2,64.9,57.7,43.0,37.8,3,8.3,No,Diploma,High,No,Average,56.93,Pass
STU01670,Kelly Rowe,21,Female,8.0,53.8,60.7,86.1,85.2,3,8.6,No,Postgraduate,High,No,Poor,70.24,Pass
STU01671,Shane Short,16,Male,3.1,72.7,68.7,98.2,52.9,18,9.5,Yes,High School,Low,No,Excellent,59.41,Pass
STU01672,Megan Anderson,21,Male,5.1,63.6,47.8,37.9,38.0,11,6.1,No,Postgraduate,High,Yes,Excellent,56.63,Pass
STU01673,Julia Reeves,21,Male,6.2,80.4,36.7,89.7,72.1,6,9.8,Yes,High School,High,No,Poor,64.06,Pass
STU01674,April Randolph,19,Female,4.1,82.4,31.8,31.0,39.1,25,5.5,Yes,Postgraduate,Middle,No,Good,46.2,Fail
STU01675,Linda Miller,20,Male,3.7,74.4,39.0,77.1,71.7,8,5.8,No,High School,Middle,No,Good,53.85,Pass
STU01676,Angel Meyer,17,Male,3.3,81.4,65.6,46.2,54.1,17,7.7,No,Postgraduate,Middle,Yes,Excellent,53.22,Pass
STU01677,Emily Lane,16,Female,7.0,87.7,66.0,55.4,55.6,11,9.3,Yes,Graduate,Middle,Yes,Poor,72.59,Pass
STU01678,Steven Flores,21,Female,0.8,80.3,61.5,37.4,49.5,19,9.3,No,Diploma,Middle,Yes,Good,53.2,Pass
STU01679,Donald Flores,22,Female,4.6,70.7,34.7,80.0,79.2,10,7.7,No,Graduate,Low,Yes,Good,48.61,Fail
STU01680,Bruce Hernandez,15,Male,4.9,61.7,91.2,71.2,51.8,6,6.7,No,Graduate,High,Yes,Excellent,63.76,Pass
STU01681,Adrian Dean,16,Male,6.5,58.1,49.0,77.6,52.1,2,8.8,Yes,Postgraduate,Middle,Yes,Good,61.83,Pass
STU01682,Christine Bell,20,Female,1.0,50.6,88.4,70.7,54.6,4,5.4,No,High School,High,No,Poor,49.26,Fail
STU01683,Charles Bush,20,Male,5.1,75.5,94.5,98.8,74.5,14,6.7,Yes,Diploma,High,Yes,Good,84.25,Pass
STU01684,David Jones,15,Female,1.3,66.4,34.9,35.1,43.7,7,6.9,Yes,Diploma,Low,No,Average,39.41,Fail
STU01685,Gina Wallace,17,Male,6.4,74.3,51.8,35.8,68.5,9,5.6,Yes,High School,High,No,Excellent,60.35,Pass
STU01686,John Lowe,21,Male,1.3,60.6,60.8,97.8,84.0,13,9.4,Yes,Postgraduate,High,No,Good,63.07,Pass
STU01687,Anthony Simmons,20,Female,3.0,99.6,36.7,33.7,89.9,13,9.6,No,Graduate,Low,No,Good,67.7,Pass
STU01688,Kyle Watkins,16,Male,6.3,76.8,81.8,71.7,52.0,10,7.4,Yes,Diploma,Low,No,Good,69.28,Pass
STU01689,Melissa Jensen,16,Male,4.5,91.2,93.8,58.8,83.4,23,4.6,No,Diploma,Middle,No,Poor,67.46,Pass
STU01690,Robert Marquez,22,Female,0.8,68.2,69.7,38.3,94.7,15,4.5,No,High School,Low,Yes,Excellent,62.14,Pass
STU01691,Kim Beltran,15,Female,7.5,85.4,51.4,57.4,81.9,15,7.6,Yes,High School,High,No,Poor,65.11,Pass
STU01692,Julie Anderson,19,Female,4.2,99.5,43.9,59.2,50.4,30,8.6,Yes,Postgraduate,Middle,Yes,Excellent,65.09,Pass
STU01693,Tamara Mcdonald,18,Female,6.2,64.6,35.3,30.8,59.9,9,6.5,No,Graduate,Low,No,Average,51.69,Pass
STU01694,Michael Mckinney,20,Male,2.4,94.6,61.9,71.9,36.7,19,6.3,Yes,Graduate,High,Yes,Poor,55.38,Pass
